Report,Reviews
App ID,1055281310
App,Philips Hue
Version,All Versions
Market,iOS
Country,All Countries
Total Reviews,4831
Average Rating,1.8
Search Term,
Start Date,04/28/2016
End Date,03/25/2017
Date Generated,03/27/2017 01:35:07 PDT

Platform,Country,Date,App ID,App Name,Publisher ID,Publisher Name,User,Version,Rating,Title,Review
iOS,United States,01/19/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,bill hrt,2.7.2,1,Worse than the earlier app,"I love the lights the app is pure garbage.I had to do a search just to find where the ""scenes"" were. I was surprised that I could not set up a scene for Siri that included more than one room. This is not an intuitive app. Siri works sporadically I've tried a couple of other apps to replace it -now my lights wake me even when the app is supposedly off.  frustrating. I still to the Hue 1app and use it for scenes that include more than one room."
iOS,United States,01/19/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Jessgrif,2.7.2,1,Lost functionality,"I have yet to stop being frustrated with the fact that the removed scenes which could be made in the old app. I want to be able to make a scene that's not restricted to a single room but they decided to lose that ability with the new app. 

Would have gotten a different brand had i known they'd change"
iOS,United States,01/19/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,iOSDev76,2.7.2,1,How is Dev Lead still employed??,"I'm genuinely curious who the iOS engineering manager for the Philips app team is. Whoever he is, over the course of 2-3 yrs him and his rag-tag collection dim witted developers have managed to maintain the absolute lowest standard of quality imaginable, without improving it, and still has managed to keep his job. How???"
iOS,United States,01/19/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,BigIrish001,2.7.2,1,Worse than the old app,"There is no way to create custom brightness levels for scenes or edit brightness of existing ones. The default scene for ""dimmed"" is 33% brightness which is too dark to be of any use. Search the Apple App store for the older 1.0 version of the app, it has a black&white icon and 10x the functionality of this pathetic excuse for an app."
iOS,Netherlands,01/19/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,RealmMedic,2.7.2,5,Geweldige App!!,👍👍👍
iOS,Germany,01/18/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,ausberlin,2.7.2,5,Sehr gutes Gesamtkonzept,Das perfekte Farbspektrum der Lampen lässt sich mit der App stufenlos ohne zeitverzögerung relativ intuitiv auch aus größerer Entfernung ansteuern.
iOS,France,01/18/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Tristan_Guillo,2.7.2,2,"Bien , mais...","L'application pourrais être largement amélioré , la qualité des produits ( station, ampoules , lightstrips etc..) n'est pas équivalentes à la qualité de l'application. Cette app est elle a l'abandon..?
De plus, il faudrait par défaut dans les widget un mode permettant de régler manuellement la luminosité général de la pièce, avec un curseur tout simplement , et ce par défaut pour chaque ""scénario"".
Ne regrette pas mon achat, mais espère des mises à jours avec du contenu !"
iOS,United States,01/18/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,sproggie,2.7.2,1,Can't even get it to start,"Each time I try to access the app, it crashes immediately. I'm very disappointed. 👎🏻"
iOS,United States,01/18/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,HyperEnema,2.7.2,1,Huemote,I have 87 lights and need a group feature to create scenes. Huemote is something Phillips needs to seriously think about buying or copying. Failure.
iOS,United States,01/18/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,NVP007,2.7.2,1,0 stars,Just going to return them. App works then does not. No bridge connection.
iOS,Italy,01/18/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,zero964,2.7.2,4,"Buona app, ma si potrebbe fare meglio","Buona app, molto curata, facile nell'installazione nell'uso e ben integrata con l'Home Kit di Apple. Uno sguardo all'omologa app di Osram per i prodotti Lightify potrebbe, tuttavia, indurre i programmatori ad aggiornare utilmente questa app... Sino ad un nuovo aggiornamento il massimo che si possa riconoscere sono 4 stelle ..."
iOS,Italy,01/18/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Francescok90,2.7.2,1,Siri,Siri sotto rete cellulare non recepisce i comandi di accensione e spegnimento
iOS,Netherlands,01/18/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,MrMuffstuff,2.7.2,2,UX nerds improvement,"The app does work, but the flow of the app is terrible. Please allow scene adjustment from the widget create page. Also the tree tabs, and settings page is just confusing."
iOS,United States,01/17/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Matthew Dixon Cowles,2.7.2,3,Lousy app UI,"The product is good and the idea is good, but the app has a lousy user interface. Just for example: To speficy your own on and off times, you create a ""routine"". But the default for a routine is for it to be one-shot, not routtine. You have to turn on the individual days of the week, but that's not at all obvious from looking at them. That's just one tiny issue."
iOS,United States,01/17/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,MelodyHere,2.7.2,1,Do people who made this app actually use hue?!!,"This is the worst user experience I had with any digital product. I can't describe how frustrating it is to do simple things in this app! 

Throw this away and make a SIMPLE app that does the simple job turning lights on/off."
iOS,United States,01/17/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Billy h,2.7.2,1,Junk Garbage Since Homekit,"I've had 16 lights for years now, 4 types. Things were okay until HomeKit came along and the new Hue app. I've tried going HomeKit only, but that didn't work, especially as I like the fade option from one preset to another over 5, 10, 20 or 30 mins which makes the lights constantly change color : nowhere in sight in HK. 

GeoFencing, which worked sort of okay before, is now a hot mess, even after digging through every location & privacy option/pref I could find. 

Hue is seriously effed up. Making your own scenes often results in writing over previous ones or duping them so you can't tell which is which. Icon colors are wrong. 

Thought this stuff would improve with time, but it's in serious and very frustrating retrograde instead."
iOS,United States,01/17/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Bradmsp,2.7.2,1,Hours of my life... wasted,"What the heck happened to Hue? This used to be such a great app and cool lights, now it's just a piece of junk. I can't get the app to connect to the bridge, I can't get the lights to work because the bridge won't connect, this is just complete and utter frustration. Hire new engineers."
iOS,Germany,01/16/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Fotograph,2.7.2,4,"Gut, aber noch Luft für Verbesserungen","Die App läuft stabile, funktioniert einwandfrei und lässt sich gut bedienen. 
Die Strukturierung nach Zimmern ist intuitiv und auch für seltene Benutzer sofort gut zu nutzen. 
Die Einrichtung von Lampen und Zubehör klappt absolut problemlos, selbst wenn es Produkte von Osram sind. Die Einschränkungen sind wiederum nicht akzeptabel, wenn ich mich für einen offenen Standard wie Zigbee entscheide. Spätestens wenn Wettbewerbsprodukte die gleiche Reife haben, kann sich das rächen. 
Für die Weiterentwicklung bieten sich noch viele Bereiche
an. Insbesondere sollten eigene Szenen, ähnlich wie Lampen den Zimmern, anderen Zimmern zugewiesen werden können. Für mobile Leuchten wäre eine dynamische Zimmerzuordnung wünschenswert, z. B. durch langes drücken."
iOS,France,01/16/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Lolom22,2.7.2,2,Peut-mieux faire...,"Les lampes sont bien mais il manque des ampoules E14.
L'application est claire mais trop peu de fonctions :
Impossible d'avoir plus de deux plages horaires avec les radars.
Radars non reconnus sur HomeKit.
Trop peu de réglage de l'éclairage commandés par les accessoires, impossible de régler la luminosité par exemple , un comble! 
Impossible de commander plus de deux type d'éclairage (pièces) avec une télécommande, trois serait un minimum...
Pas de macro ou routine...
Bref il va falloir travailler chez Philips !
Point positif, le système peut à mon avis évoluer car c'est un problème de programmation et d'ouverture de l'application. Donc j'attends les prochaines versions... vous avez de belles ampoules, faites nous une belle app avec un mode expert svp !"
iOS,United States,01/16/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Razorstubble,2.7.2,3,Needs more capabilities,"I like the app for controlling my lights but I find it limiting. I purchased these lights so that I could set up automated schedules for on and off times for when I am away ( so that it appears someone is home). This is possible, but not well designed. You must create a unique routine for every time that you want to switch a light (or grouping of lights) on or off. Other apps allow you to set on and off times in the same routine. I've even used one that let you add intervals. So you could have your downstairs lights turn on at 5:00pm then off at 7:00 pm then on again at 8:30pm and off again at 11:20pm. I like that I was able to control both on and off as well as doing multiple on/offs in a single routine. 
The other feature that I really liked on other apps is the ability to add a random amount of time to my scheduled in/off times set in my routine. So I might have my off time set for 11:00 but I also have the ""randomize"" feature set on with a value of 30 minutes. This would add a random amount of time (between 0 and 30 minutes) to my scheduled 'off' time. So on the first day it might add 12 minutes and turn the lights off at 11:12pm. Then the next day it would add 25 minutes and turn the lights off at 11:25pm. This allows you to set up less sets of routines by making them variable. So even though I may only have one routine for weekends, the lights would go on and off at different times (relative to the specific times that I had set). It's a small thing, but I feel it is important. 
The last item that I would address is that periodically the app won't recognize that I'm home and connected to my home wifi signal. In these cases it still connects me, but assumes I'm accessing the system remotely. The app still works to turn lights on and off, but there is a delay. I'm not sure why this happens. So far it seems random as I haven't been able to isolate a pattern. 
All that being said, that app does control my lights. I just wish it had these listed capabilities then I could give it a higher rating."
iOS,United States,01/16/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Sir Sly,2.7.2,1,New App does less than the old app,Not all of my scheduled tasks work. I have a task that turns on my lights in the morning and then turns them off a couple hours later. I come home and my lights are still on. What gives?  And the geofencing feature in the new app doesn't work either!
iOS,United States,01/16/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Loribinca,2.7.2,4,Gradually moving over to 100% Hue,Love the technology. App works fine at home on local network and when not I can control via HomeKit. Only ask is to add a staircase to list of room types in the app. Thanks
iOS,United States,01/16/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Parker Hudson,2.7.2,2,Works great but...,"I really love the Hue bulbs and all the different colors. The bulbs work great with my Google Home. The only complaint I have is when I want to use the app to find a specific color, the app says No Hue Connection."
iOS,United States,01/15/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,CbDrako99,2.7.2,1,Disappointment and Regret in this app,If you are looking to lose control of your Hue Lights then this app is for you. I have over 30 Hue lights in multiple rooms and outside my house and can't control them all now. Only 3 rooms. Really!!!  Navigation through the app is now difficult and managing lights in scenes is a disappointment.  So sad.
iOS,United States,01/14/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Jameslouisg,2.7.2,3,Works with V2 Bridge,"App worked after I switched to 2nd version bridge and manually added all lights. 

Disappointed with Philips. It should be effortless to get the interface to work. Instead I spent hours troubleshooting."
iOS,United Kingdom,01/14/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,attention span,2.7.2,4,Good app just requires more features to be 5 Stars,"I have had no problems with this app with gen 2 bridge easy to setup and bridge is connected directly to my router via Ethernet cable. A dusk dawn feature would be very useful based on your location so the system would turn on off without times being required. A random delay after dusk would be the icing on the cake !,"
iOS,United Kingdom,01/14/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,&(::/&@'ffd,2.7.2,1,iCloud sync for Siri,Please fix this app Siri has stopped working on iphone7 all I get is iCloud sync please wait even after the recommended sign in sign out
iOS,United States,01/14/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Jessiegray88,2.7.2,3,"Works, but does barely anything","The app works for me at least, but it's buggy and has very little in the way of features. When creating your own scene, you can't see the name you type in the editor for the scene until you finish editing. Every time you change it it still just says ""new scene"". 

I'd also like the ability to loop through random colors in specific rooms or set up a scene that allows color changing. Static colored lighting is great, but why limit your own product and not allow colors to randomly change unless you get an app from someone else?

Instead of releasing sub-par free apps like this one and making customers rely on third party apps for any good features, why not update the OFFICIAL app to have all the cool features touted by Philips, maybe charge a small fee for the new app to help fund the actual work, then make customers respect you a little more. The lights are such great products, but having to rely on other people to make your product more robust in features seems lazy."
iOS,United States,01/14/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,nick7rp,2.7.2,2,"Not happy with the app, and another problem","Quite frankly, the app is pretty bad. There aren't many scenes and you can't even control more than one light at once. Say if you have 20 hue lights, you have to go back for EVERY single one and try and get the EXACT same spot on the color wheel if you want your lights to sync. Also, my light was a defect. Doesn't turn any of the right colors. Apparently, this has turned out to be extremely common. Tried to contact Phillips, but that was a complete bust. Phillips really need to step up their game."
iOS,Netherlands,01/13/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,sunkmanitutanka,2.7.2,3,How?,"How can you add multiple scenes into a HomeKit scene?
When can we expect to use sunset/sunrise for automation?
Apart from choosing days of the week for automation, periods would be a nice addition (every other, 3rd, 6th day etc)."
iOS,Germany,01/13/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Ja-Mo1,2.7.2,1,Extrem schlecht!,"Schlechtes Bedienerfreundlichkeit, es könnten viel mehr Funktionen angeboten werden, Einbindung in HomeKit funktioniert sehr schlecht."
iOS,France,01/13/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Cerco1984,2.7.2,2,Presque bien,"Appli bien vous avez fournie de gros effort mais avec mon iPad impossible à configurer, il me dit d'appuyer sur le bouton du hub et rien ne se passe donc je dois continuer avec l'ancienne app sur mon iPad ... quand allez vous régler le problème qui dure .. bin depuis le début de la nouvelle appli sur iPad !!! que se passe t-il ?. Pour l'app iPhone super et pour l'Apple Watch manque quand même une fonction pour faire variés l'intensité des lumières merci"
iOS,United States,01/13/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Al707,2.7.2,1,This update should embarrass Philips Hue,"The last incarnation of the software is an absolute joy to use compared to this update. What is wrong with it? Everything. Obviously someone who is clueless about how this system is used, wrote this software. Put the previous version back up, and get its programmer back to fix the mess you have made. I'm sure you intended to produce a better product, but you have completely failed with this attempt. You have a great product, now produce great software to light it up. Please."
iOS,United Kingdom,01/13/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,PGLdV,2.7.2,2,"Good, minor changes would make it a lot better","The best thing about the app is that all lights respond to it. On some other apps, they dont. 

Minor improvements would make such a massive difference. 

My main asks are:

- Allow more than 4 rooms to be linked to a widget or routine.  If it impacts performance, just warn us that it will. Dont prevent us from linking more than 4 rooms to a widget, or routine. What's the use of switching off four rooms on the leaving home routine? Feels like the developers dont actually use the app themselves. 

- Allow brighness to be assigned to widgets. I may want a widget to have rooms on the relax mood mode, but with certain lights in a room brightened or dimmed. 

- Add an ""All on"" and ""All off"" widget option. 

Other than that, does an OK job."
iOS,United States,01/12/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Thomas L Thomas,2.7.2,1,Buggy Again,I had to install Version 2.1.0 in order to set up my first generation hub
iOS,United States,01/12/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,DanDanSpicyNoodle,2.7.2,1,Continually full of bugs and poorly designed,"Title says it all, really. This app is terrible in terms of reliability and design. Update: continues to be abysmal."
iOS,United States,01/12/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,kdubonline,2.7.2,1,Very Inconsistent,Had this set up for about 2 weeks. Came home from work this evening and it will not connect to my network or smartphone to cntrol. Tried to switch from my router to the network extender and it will not connect. Very dissatisfied.
iOS,United Kingdom,01/12/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Nick234523,2.7.2,1,What rubbish is this?,"Have been using the app for 20 minutes, still haven't found out how to change the colour of my new 'colour changing' lamp - how amazingly frustrating!!"
iOS,United Kingdom,01/12/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Jim Magilton,2.7.2,1,Failed to login into My Hue,Login to my hue in the app always fails using Google SSO. Means I can't use any of the away from home functionality
iOS,United Kingdom,01/12/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Prozacthecat,2.7.2,2,Limited functionality to what could be an excellent App and Product,"Firstly let me be clear that the Philips Hue product is excellent, high quality and very responsive to the app.

The problem is the limitations built into the App and therefore the dimmer/remote too!

As I'm rating the App as the main controller for the Hue lighting system, I've rated it 2 stars, because it does work, and the little it does, it does well.

The downside is the limitations in terms of the setup of your various Hue Lights. If you have one set of Hue lights in a room, then fantastic, it will work well for you, but I have 4 Hue GU10 spotlights in the lounge ceiling and 2 E27 bulbs in the lamps either side of the lounge. These are set up as two rooms (lamps & lounge), because otherwise they cannot be controlled individually as 2 groups and the 'scenes' will be applied to all of the bulbs and spotlights. Of an evening when I'm relaxing I don't want the ceiling spotlights on, just the lamps. To do this you have to set them up as different rooms!!!!

This is a problem, because the dimmer switch will only control one room (although it has 5 settings, these settings will only apply 5 scenes to 1 room!!!!). The reason I have given two stars is because of this limitation and because Philips tell me that the App programs the dimmer!!! 

The other reason I have given 2 stars is that Philips are proud that they have opened up the App to third parties to develop their own Apps which will allow functions that are not available through the official Philips App. Some may see this as a positive, but essentially this means that you are likely going to have to pay a third party for an App, that gives you more control. Fair enough as Apps cost money to develop, but Philips, poor show really, instead of taking ownership of a poor control App for the Hue, they are passing the buck to third parties. Of course this then means that when you call Philips Hue Customer Services, they will simply say, sorry we do not provide support for issues with third party Apps!!!

Cynical, maybe. What could be an amazing lighting system is significantly let down by the poor support from Philips and the poor App."
iOS,United States,01/12/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,ProShot2020,2.7.2,1,Not listening to users STILL!!!!,"STILL can only control all or none of the lights in a ""room"", and the ""rooms"" are mutually exclusive. Huge fail, time to get out of this stupid and overpriced ecosystem. Which is a shame, because I love non-Hue Philips LED bulbs."
iOS,Japan,01/12/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,FRC-,2.7.2,4,良くなりました,新型のブリッジを購入したため使い始めました。ホームアプリと合わせて使えば良いかんじになります。
iOS,United States,01/11/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,overprocessed,2.7.2,4,Quirky But Great,Now that I've finally managed to set everything up properly the app works great. So many great features!
iOS,United States,01/11/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,jcommisso07,2.7.2,3,Horrible Interface,"Philips makes great hardware, but the mobile app is really bad. It's not that it's unreliable or buggy, the interface is just bad. It doesn't look very flat (too many gradients) and pleasing, and you can't adjust multiple lights at once, like the gen 1 app. It would be better if they made the interface flat and simple and markers were brought back (scenes and adjusting colors from gen 1). I love my Hue bulbs though."
iOS,Netherlands,01/11/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Miocasa,2.7.2,1,Batterij/battery,"Ook hier enorme ""battery drain"" op een iPad pro. Op iPhone goed maar de pad één groot drama.
Battery drain on iPad when app is on background. Within 1 hour background and a few minutes active more than 50%."
iOS,Netherlands,01/11/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,RenoVoo,2.7.2,1,Scenes database corrupt,Zelfgemaakte scenes raken telkens weer corrupt. Plotseling krijgen twee verschillende scenes dezelfde naam en lopen de zelfgemaakte routines compleet in de soep. Drama app wanneer je veel lampen hebt (20+) en dit met de app wilt automatiseren. Zonde dat Philips dit zo mooie product met deze app zo verziekt...
iOS,Mexico,01/11/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,@rafaolivares,2.7.2,1,Terrible app,One can not just program colors! The app keeps deleteting the scene colors. So annoying. Back to 1st App. So much better control
iOS,Brazil,01/10/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,nicolaspaulino,2.7.2,3,Widget,My widget app isn't work. Can you update ?
iOS,Japan,01/10/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,juntaro_0424,2.7.2,1,ログインできなくなった,"アップデートしてからログインができなくなった。HUEブリッジがオフラインのため…というエラーしか出ない。
よって、外出先からのコントロールも不可に。GPSによる在宅外出ルーチンも使うことができない。
このアプリはいくらなんでもバグが多すぎます。どうにかしてほしいです。"
iOS,United States,01/10/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,chemess,2.7.2,1,Firmware update fails,"How can I even try this app when it can't get past the firmware update? The update screen can't be bypassed and the update itself won't update successfully. I've tried deleting the app and starting over, but each time I push the bridge's button, it triggers the firmware update that repeatedly fails at about 25%."
iOS,United States,01/10/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Yerette,2.7.2,1,"Great hardware, so much potential but poor software and support","I expected a lot from a large high tech company like Phillips, it turns out they have too many small fingers into making this pie. The hardware can work well, but lacks some A.I. that less costly simpler products have for example Hue has no mechanism for lights to know times of sunset and sunrise at your location, so as days get longer or shorter you have to edit the times if you want lights to come on/off at times that may make sense for you. Try to work the Hue app for two locations, two homes or work and home - the software can't deal with it. I set up Hue at one home, traveled 1000 miles to another and set up hue there on a Sunday (Hue support was closed). There was NO DOCUMENTATION (nothing even on chat groups) to explain this - I wasted way too much time trying to figure it out - and messed up settings for the first home (Hue would not let me remotely restore it, and their 'customer support' was pretty useless and limited - they cannot even access the user accounts to help!). I could go on and on. Phillips management should be embarassed by this. Sorry, this is not ready for prime time. Martin"
iOS,Belgium,01/10/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Pielschard,2.7.2,1,It used to work,"""He Siri, turn all the lights off""
 Result: half off the lights are still on."
iOS,Canada,01/09/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Recomender,2.7.2,4,Ignore the other reviews,"Have had the lights for a while, use both the Hue app and Apple HomeKit, and the hue app is super easy to use, just play with it and you'll figure it out no problem, if you can't work the app I don't think you should be playing with light bulbs..."
iOS,United States,01/09/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,keef3pp,2.7.2,4,Updated,"Lost connection with bridge. Had to 'forget' my wifi and add it again and the connection was restored. This app is great and the open API means that if this app is limited, you can probably find something more suited to your needs."
iOS,United States,01/09/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Ivan Zhuang,2.7.2,2,"Can't open the app, keep flashing off","I don't understand why I can't open the app, it just keep crashing every time I tapped and open the app"
iOS,Turkey,01/08/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Aydın Yaman,2.7.2,5,Sorunsuz,Valla kurdum sorunsuz çalışıyor.Çok beğendim.
iOS,Germany,01/08/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Im Card Claudia,2.7.2,2,Brauchbar,"Was ich noch vermisse, dass der Sonnenuntergang auf Tastendruck aktiviert werden kann und zwar wenn man im Bett ist. Wer geht schon jeden Tage zur absolut gleichen Zeit ins Bett. 

Es fehlt der Button ""Schlafen gehen jetzt"". 

Der Rest ist sehr brauchbar. Sonnenuntergang und Aufgang sollte aber noch realistischer werden.

Anmerkung: Man braucht hier die Light Strip plus dann funktioniert es excellent."
iOS,Germany,01/08/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Appflower,2.7.2,5,Super Ergänzung zur Hue gen 1,"Man hätte das auch in die alte Hue App integrieren können, aber so hat man die Funktion in einem separaten Widget was ich vorteilhaft finde."
iOS,France,01/08/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Bob-11111,2.7.2,1,Manqe des fonction de base,Pas possible de grouper des lampes ou de faire des scènes qui change les lampes de plusieurs pièces.
iOS,United States,01/08/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,IBGruvin,2.7.2,4,Great product line!  One suggestion,"I would love to be able to set the motion sensor to only be used for a certain timeframe.  The start and end times are linked together so you can't have the motion sensor ""off.""  Maybe that can be done in a future software update?"
iOS,United States,01/08/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,N. Braier,2.7.2,1,Horrible app & overall product UX,"Everything about Philips Hue was a horrible, frustrating experience. Pre-purchse research on the Philips Hue website left us thoroughly confused about what to order, so I drove to Best Buy where I fiound an in-store display even more confusing than Hue website. I found an exceptionally sharp and knowledgeable Best Buy sales associate, but he admitted to being just as confused as I was regarding which Hue lights and accessories are Generation 2 vs Generation 3, the differences between some of the lights and how any of that related to HomeKit compatibility. I concluded that the only way to understand the product line was to buy a small selection of the bulbs and system components and do some trial and error. That meant leaving Best But with a fraction of the Hue lights I'd hoped to deploy... but it STILL added up to more than $300.

Setup JUST DOESN'T WORK. The Hue iOS app ""sees"" the bridge, but pressing the bridge's button when instructed does abosolutely nothing at all; I never got past that so I've never had any opportunity to do the (supposedly) required setup. However HomeKit ""sees"" the Hue Brige and 2 of my 5 Hue bulbs... so WHY do I need the Hue software? And what is the ryhme or reason of some bulbs showing up in HomeKit and some not? And for the bulds that I CAN control with HomeKit why can I only get on/off and dimmer? What happened to colour temperature? Is it even a feature of the bulds I bought? Seems to be, but the packaging isn't clear and it's difficult to determine which of the bulbs I ended up with match specs on the Hue website.

Two unpleasant hours later I've thrown the whole lot in a bag and will return everything to Best Buy. $320 is a bloody high price to pay to for 5 lightbulbs and a couple switches. Even if there IS some way to get this junk working (which I doubt--I suspect it's just a bad, bug-ridden product) I'm NOT interested in paying this much for a product that makes me look and feel stupid. I'm actually quite confident that I'm NOT particularly stupid... but I suspect the product managers and designers of this product line (or at least the Hue app) probably ARE. How else could they fail to notice how rotten the entire Hue experience is?"
iOS,United States,01/08/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Greytodd,2.7.2,1,"Just bad. Bad design, bad architecture, horrible UI.","Hate it. This is a disaster. Who keeps their job after putting out a POS like this software? Constantly losing the bridge. I have 25 bulbs and I want to make a group called ""All"" so I can shut them all off on departure but this is not possible because apparently each bulb can only belong to one group, such as Kitchen. So now you have to turn off each room individually? Setting up was tedious because the software kept crashing or trying to update the bridge for the 10th time even though it was already updated. 

I know there are plenty of great apps out there that do a FAR better job of managing rooms, devices and scenes... so will stick with them. but cannot seem to find one that will allow offsite control so I can turn lights on or off from work.

How about a little QA??"
iOS,Spain,01/07/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,diddk,2.7.2,2,No se enlaza con el homekit,"Tengo varios dispositivos homekit y este no hay forma de que se conecte, no lo detecta."
iOS,France,01/07/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Pliplos,2.7.2,3,Pas mal,"Application sympa et utile
Cependant il manque une configuration : la possibilité de régler les lumières et détecteurs avec différents horaires (exemple configuration weekend séparée du reste)"
iOS,France,01/07/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,CapitaineSeb,2.7.2,5,De mieux en mieux,"L'application ne cesse de s'améliorer. De plus en plus réactive à l'ouverture, très appréciable. Continuez."
iOS,France,01/07/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Arowbase2009,2.7.2,1,Ne fonctionne plus à distance depuis la dernière update !😡,Since the last update I can not connect from outside my home (in 3G or 4G). Can you please correct it asap ?
iOS,United States,01/07/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Hoolie Lulu,2.7.2,1,For God sake,I'm so glad I didn't delete the old app because this one says all of our bulbs are unreachable. Don't waste your time. It's crap.
iOS,United States,01/07/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,MagicalAlpaca,2.7.2,1,Huge battery drain iPad Pro,"I am new to this app, but my iPad has begun having very poor battery life once installing. It is using 50% or more of the battery without much usage. Very odd and should be reviewed"
iOS,United States,01/07/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Working mom in NY,2.7.2,5,Easy setup and great lights!,Easy setup and great lights! It was easy to setup the lights with this app.
iOS,United States,01/07/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Gekkonaut,2.7.2,1,Two apps. One useless. One clumsy and ugly. - your choice.,"I get the feeling the developers who built this don't really use hue lights to understand how they should be used. The first app worked, but it was ugly and clumsy. This app is functionally flawed with its concept of rooms and scenes. Scenes should span rooms."
iOS,United Kingdom,01/07/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Featureangles,2.7.2,1,Terrible,Just bad user experience. I can't use gen 1 app with Alexa so am forced to recreate all scenes. I can't recreate scenes with granular control of each light in anything less than an hour of messing about. Really need to think user first when creating apps. HomeKit and Alexa both now offer a more user friendly way of controlling Phillips lights than Phillips do. That is not what I expected from a next generation app.
iOS,United States,01/06/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Call of Sav,2.7.2,5,Awesome update!,All issue where addressed in the most recent update.
iOS,United States,01/06/2017,1055281310,Philips Hue,979064009,Philips Lighting BV,Jameslouisg,2.7.2,1,Worthless App = Worthless Lights,I've tried everything and my lights are unreachable. Very disappointed in Philips.
